Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,Proposed In-Service Date,Proposed Initial-Sync Date,Last Updated Date,Z,S,Availability of Studies,SGIA Tender Date
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
,,,,NY,,,,0.0,,,,Withdrawn,,,,,,,,,,,
